"case","ramplab","change.year","Year","SSB","F","R"
"Mmult All Ages"," Sudden",2010,1986,15621.3,0.5342164,5744.133
"Mmult All Ages"," Sudden",2010,1987,14089.84,0.6233801,8742.442
"Mmult All Ages"," Sudden",2010,1988,13427.39,0.6264013,8525.984
"Mmult All Ages"," Sudden",2010,1989,12615.95,0.6045635,12492.65
"Mmult All Ages"," Sudden",2010,1990,12897.58,0.637202,13100.82
"Mmult All Ages"," Sudden",2010,1991,13126.92,0.564727,8105.837
"Mmult All Ages"," Sudden",2010,1992,14000.89,0.8741065,6853.141
"Mmult All Ages"," Sudden",2010,1993,11893.2,1.047192,6493.365
"Mmult All Ages"," Sudden",2010,1994,9133.666,0.7389115,4373.762
"Mmult All Ages"," Sudden",2010,1995,8089.565,0.7049221,2747.117
"Mmult All Ages"," Sudden",2010,1996,7887.709,0.5515306,3496.293
"Mmult All Ages"," Sudden",2010,1997,7718.525,0.3724997,4512.655
"Mmult All Ages"," Sudden",2010,1998,8843.856,0.3720649,4474.525
"Mmult All Ages"," Sudden",2010,1999,8979.476,0.5362703,5973.182
"Mmult All Ages"," Sudden",2010,2000,8836.875,0.4997726,2557.547
"Mmult All Ages"," Sudden",2010,2001,10164.8,0.5092203,2200.437
"Mmult All Ages"," Sudden",2010,2002,12209.67,0.3739734,2368.778
"Mmult All Ages"," Sudden",2010,2003,12698.38,0.4828722,2325.962
"Mmult All Ages"," Sudden",2010,2004,11360.3,0.3801197,2218.014
"Mmult All Ages"," Sudden",2010,2005,9822.388,0.3536274,3769.182
"Mmult All Ages"," Sudden",2010,2006,10048.84,0.2214422,4829.046
"Mmult All Ages"," Sudden",2010,2007,13246.37,0.1402373,4092.405
"Mmult All Ages"," Sudden",2010,2008,14773.58,0.1322098,4949.086
"Mmult All Ages"," Sudden",2010,2009,15406.9,0.150608,5361.249
"Mmult All Ages"," Sudden",2010,2010,20096.21,0.1218211,5099.884
"Mmult All Ages"," Sudden",2010,2011,21983.98,0.1719031,4565.088
"Mmult All Ages"," Sudden",2010,2012,20594.78,0.175988,4252.33
"Mmult All Ages"," Sudden",2010,2013,19043.19,0.150413,4629.225
"Mmult All Ages"," Sudden",2010,2014,16472.76,0.1505856,4021.133
"Mmult All Ages"," Sudden",2010,2015,14222.25,0.1433132,4306.679
"Mmult All Ages"," Sudden",2010,2016,14844.83,0.1099748,2543.008
"Mmult All Ages"," Sudden",2010,2017,14209.25,0.1731029,3566.011
"Mmult All Ages"," Sudden",2010,2018,11293.12,0.2209051,4058.459
"Mmult All Ages"," Sudden",2015,1963,18881.29,0.2631297,3334.063
"Mmult All Ages"," Sudden",2015,1964,18236.51,0.2607852,2802.34
"Mmult All Ages"," Sudden",2015,1965,17457.52,0.2453438,3924.802
"Mmult All Ages"," Sudden",2015,1966,17030.05,0.177545,4527.016
"Mmult All Ages"," Sudden",2015,1967,17641.5,0.1372043,4782.254
"Mmult All Ages"," Sudden",2015,1968,19143.91,0.1291312,5722.485
"Mmult All Ages"," Sudden",2015,1969,21154.52,0.1127173,4944.433
"Mmult All Ages"," Sudden",2015,1970,23607.03,0.1310644,6428.659
"Mmult All Ages"," Sudden",2015,1971,25837.1,0.1479301,7852.995
"Mmult All Ages"," Sudden",2015,1972,27854.17,0.1417737,5025.772
"Mmult All Ages"," Sudden",2015,1973,30634.08,0.1334485,4649.857
"Mmult All Ages"," Sudden",2015,1974,33280.5,0.1481762,5637.934
"Mmult All Ages"," Sudden",2015,1975,34629.29,0.1345265,4626.164
"Mmult All Ages"," Sudden",2015,1976,35516.43,0.1441923,4773.006
"Mmult All Ages"," Sudden",2015,1977,35245.8,0.1854186,6356.236
"Mmult All Ages"," Sudden",2015,1978,34070.69,0.1862718,6253.447
"Mmult All Ages"," Sudden",2015,1979,33309.78,0.1680356,3530.585
"Mmult All Ages"," Sudden",2015,1980,32616.81,0.1960317,6528.845
"Mmult All Ages"," Sudden",2015,1981,30975.42,0.2577089,5283.351
"Mmult All Ages"," Sudden",2015,1982,28040.67,0.3199818,6115.49
"Mmult All Ages"," Sudden",2015,1983,24859.09,0.3303583,3758.38
"Mmult All Ages"," Sudden",2015,1984,22229.8,0.3928133,5518.605
"Mmult All Ages"," Sudden",2015,1985,19184.79,0.4756008,10618.96
"Mmult All Ages"," Sudden",2015,1986,16016.33,0.5199126,5669.703
"Mmult All Ages"," Sudden",2015,1987,14375.53,0.6077463,8654.644
"Mmult All Ages"," Sudden",2015,1988,13647.2,0.6123577,8459.579
"Mmult All Ages"," Sudden",2015,1989,12817.17,0.5940053,12408.91
"Mmult All Ages"," Sudden",2015,1990,13098.1,0.6259884,13016.28
"Mmult All Ages"," Sudden",2015,1991,13273.24,0.5577532,8060.98
"Mmult All Ages"," Sudden",2015,1992,14128.26,0.8637786,6825.153
"Mmult All Ages"," Sudden",2015,1993,12019.69,1.033928,6479.084
"Mmult All Ages"," Sudden",2015,1994,9262.887,0.7271266,4362.815
"Mmult All Ages"," Sudden",2015,1995,8210.716,0.6929662,2739.506
"Mmult All Ages"," Sudden",2015,1996,8025.986,0.5404947,3485.372
"Mmult All Ages"," Sudden",2015,1997,7875.522,0.3645385,4495.552
"Mmult All Ages"," Sudden",2015,1998,9027.187,0.350989,4447.293
"Mmult All Ages"," Sudden",2015,1999,9168.018,0.5056931,5914.593
"Mmult All Ages"," Sudden",2015,2000,8986.349,0.4700159,2514.138
"Mmult All Ages"," Sudden",2015,2001,10254.17,0.4818956,2141.08
"Mmult All Ages"," Sudden",2015,2002,12163.19,0.358636,2270.426
"Mmult All Ages"," Sudden",2015,2003,12537.2,0.4723549,2190.182
"Mmult All Ages"," Sudden",2015,2004,11092.52,0.3814122,2045.299
"Mmult All Ages"," Sudden",2015,2005,9422.875,0.3610013,3394.277
"Mmult All Ages"," Sudden",2015,2006,9461.158,0.2301626,4220.025
"Mmult All Ages"," Sudden",2015,2007,12189.04,0.1483757,3448.377
"Mmult All Ages"," Sudden",2015,2008,13313.52,0.1427709,4001.67
"Mmult All Ages"," Sudden",2015,2009,13519.62,0.1669263,4133.606
"Mmult All Ages"," Sudden",2015,2010,17754.83,0.1298737,3753.871
"Mmult All Ages"," Sudden",2015,2011,21836.78,0.1630897,3745.403
"Mmult All Ages"," Sudden",2015,2012,23274.51,0.1459656,3940.316
"Mmult All Ages"," Sudden",2015,2013,24686.52,0.1079594,4953.929
"Mmult All Ages"," Sudden",2015,2014,24936.89,0.09198918,5060.685
"Mmult All Ages"," Sudden",2015,2015,23102.2,0.08735395,6560.355
"Mmult All Ages"," Sudden",2015,2016,20441.41,0.07992062,3410.85
"Mmult All Ages"," Sudden",2015,2017,16289.45,0.1513835,4148.894
"Mmult All Ages"," Sudden",2015,2018,10304.27,0.2448314,4014.148
"Mmult All Ages","Ramp4",2000,1963,13775.46,0.4076687,3755.215
"Mmult All Ages","Ramp4",2000,1964,13183.86,0.3624519,2998.259
"Mmult All Ages","Ramp4",2000,1965,12758.72,0.3393598,4122.374
"Mmult All Ages","Ramp4",2000,1966,12619.1,0.2407901,4704.464
"Mmult All Ages","Ramp4",2000,1967,13491.27,0.1800796,4968.046
"Mmult All Ages","Ramp4",2000,1968,15287.82,0.1609549,5935.668
"Mmult All Ages","Ramp4",2000,1969,17653.72,0.1337105,5094.211
"Mmult All Ages","Ramp4",2000,1970,20484.29,0.1521539,6582.714
"Mmult All Ages","Ramp4",2000,1971,23022.75,0.1700992,8062.88
"Mmult All Ages","Ramp4",2000,1972,25233.61,0.1602739,5231.228
"Mmult All Ages","Ramp4",2000,1973,28146.31,0.1488725,4910.652
"Mmult All Ages","Ramp4",2000,1974,30889.15,0.1658495,6021.964
"Mmult All Ages","Ramp4",2000,1975,32288.2,0.1490887,4982.258
"Mmult All Ages","Ramp4",2000,1976,33308.17,0.1597662,5166.917
"Mmult All Ages","Ramp4",2000,1977,33189.88,0.2082806,6925.039
"Mmult All Ages","Ramp4",2000,1978,32054.22,0.2088816,6869.5
"Mmult All Ages","Ramp4",2000,1979,31443.56,0.1854585,3914.1
"Mmult All Ages","Ramp4",2000,1980,31112.29,0.2149705,7297.628
"Mmult All Ages","Ramp4",2000,1981,29706.23,0.2869265,5958.087
"Mmult All Ages","Ramp4",2000,1982,26756.9,0.3623347,6943.9
"Mmult All Ages","Ramp4",2000,1983,23608.94,0.361709,4270.137
"Mmult All Ages","Ramp4",2000,1984,21223.61,0.426961,6260.978
"Mmult All Ages","Ramp4",2000,1985,18329.49,0.516629,11880.68
"Mmult All Ages","Ramp4",2000,1986,15317.51,0.5589299,6208.602
"Mmult All Ages","Ramp4",2000,1987,13955.34,0.6542012,9271.166
"Mmult All Ages","Ramp4",2000,1988,13271.14,0.6601904,8911.837
"Mmult All Ages","Ramp4",2000,1989,12309.52,0.6063477,13036.76
"Mmult All Ages","Ramp4",2000,1990,12646.66,0.6377126,13781.21
"Mmult All Ages","Ramp4",2000,1991,13084.65,0.5448778,8622.36
"Mmult All Ages","Ramp4",2000,1992,14210.87,0.8327564,7436.888
"Mmult All Ages","Ramp4",2000,1993,12367.9,0.9659648,7314.967
"Mmult All Ages","Ramp4",2000,1994,9904.067,0.6493662,5285.851
"Mmult All Ages","Ramp4",2000,1995,9347.766,0.5765378,3650.956
"Mmult All Ages","Ramp4",2000,1996,9842.049,0.4163664,5216.365
"Mmult All Ages","Ramp4",2000,1997,10164.91,0.2694363,7475.908
"Mmult All Ages","Ramp4",2000,1998,11797.51,0.2993379,8002.726
"Mmult All Ages","Ramp4",2000,1999,11973.74,0.4309487,11239.63
"Mmult All Ages","Ramp4",2000,2000,11766.81,0.413486,4896.362
"Mmult All Ages","Ramp4",2000,2001,13309.62,0.4304767,4123.18
"Mmult All Ages","Ramp4",2000,2002,15657.25,0.3252225,4333.236
"Mmult All Ages","Ramp4",2000,2003,15417.05,0.4291556,4109.159
"Mmult All Ages","Ramp4",2000,2004,13088.29,0.3506139,3787.622
"Mmult All Ages","Ramp4",2000,2005,10681.04,0.3518262,6151.824
"Mmult All Ages","Ramp4",2000,2006,10119.62,0.2436922,7449.366
"Mmult All Ages","Ramp4",2000,2007,12552.08,0.167705,5844.74
"Mmult All Ages","Ramp4",2000,2008,13088.65,0.1721316,6404.427
"Mmult All Ages","Ramp4",2000,2009,12799.92,0.2100703,6191.696
"Mmult All Ages","Ramp4",2000,2010,15735.96,0.1741492,5209.611
"Mmult All Ages","Ramp4",2000,2011,17939.05,0.2342945,4733.889
"Mmult All Ages","Ramp4",2000,2012,17219.47,0.2326286,4499.757
"Mmult All Ages","Ramp4",2000,2013,16353.42,0.1929089,5012.978
"Mmult All Ages","Ramp4",2000,2014,14300.36,0.1903501,4486.679
"Mmult All Ages","Ramp4",2000,2015,12851.14,0.1721902,4926.263
"Mmult All Ages","Ramp4",2000,2016,13765.48,0.1271559,2984.459
"Mmult All Ages","Ramp4",2000,2017,13578.09,0.1943021,4310.111
"Mmult All Ages","Ramp4",2000,2018,11568.45,0.2325808,5084.558
"Mmult All Ages","Ramp4",2005,1963,15159.53,0.3478456,3501.899
"Mmult All Ages","Ramp4",2005,1964,14570.67,0.3281974,2871.566
"Mmult All Ages","Ramp4",2005,1965,13980.53,0.3088362,3983.094
"Mmult All Ages","Ramp4",2005,1966,13707.26,0.2218138,4565.149
"Mmult All Ages","Ramp4",2005,1967,14453.89,0.1682772,4817.917
"Mmult All Ages","Ramp4",2005,1968,16107.28,0.1533883,5761.703
"Mmult All Ages","Ramp4",2005,1969,18302.05,0.12978,4963.668
"Mmult All Ages","Ramp4",2005,1970,20944.79,0.1485482,6435.986
"Mmult All Ages","Ramp4",2005,1971,23322.88,0.166319,7878.415
"Mmult All Ages","Ramp4",2005,1972,25426.15,0.1575676,5082.807
"Mmult All Ages","Ramp4",2005,1973,28239.72,0.1469909,4742.059
"Mmult All Ages","Ramp4",2005,1974,30898.5,0.1632013,5788.559
"Mmult All Ages","Ramp4",2005,1975,32251.07,0.1471243,4775.225
"Mmult All Ages","Ramp4",2005,1976,33199.1,0.1574029,4945.46
"Mmult All Ages","Ramp4",2005,1977,33028.02,0.2036638,6615.54
"Mmult All Ages","Ramp4",2005,1978,31903,0.2043274,6545.855
"Mmult All Ages","Ramp4",2005,1979,31258.11,0.182664,3719.753
"Mmult All Ages","Ramp4",2005,1980,30821.69,0.2117671,6915.458
"Mmult All Ages","Ramp4",2005,1981,29388.7,0.2798451,5620.705
"Mmult All Ages","Ramp4",2005,1982,26551.53,0.3495695,6524.245
"Mmult All Ages","Ramp4",2005,1983,23508.92,0.3542327,4008.33
"Mmult All Ages","Ramp4",2005,1984,21113.53,0.4182977,5876.89
"Mmult All Ages","Ramp4",2005,1985,18254.35,0.5046947,11218.1
"Mmult All Ages","Ramp4",2005,1986,15274.54,0.5485602,5925.078
"Mmult All Ages","Ramp4",2005,1987,13862.23,0.6398196,8948.505
"Mmult All Ages","Ramp4",2005,1988,13235.57,0.641435,8673.316
"Mmult All Ages","Ramp4",2005,1989,12393.16,0.6088713,12685.8
"Mmult All Ages","Ramp4",2005,1990,12683.66,0.6423641,13324.84
"Mmult All Ages","Ramp4",2005,1991,12991.63,0.5615398,8250.996
"Mmult All Ages","Ramp4",2005,1992,13921.82,0.8680335,6978.31
"Mmult All Ages","Ramp4",2005,1993,11843.04,1.036328,6621.939
"Mmult All Ages","Ramp4",2005,1994,9103.454,0.730039,4497.037
"Mmult All Ages","Ramp4",2005,1995,8120.765,0.6907038,2860.563
"Mmult All Ages","Ramp4",2005,1996,7988.979,0.53543,3710.139
"Mmult All Ages","Ramp4",2005,1997,7902.007,0.3575637,4921.428
"Mmult All Ages","Ramp4",2005,1998,9178.061,0.3743061,5061.078
"Mmult All Ages","Ramp4",2005,1999,9531.826,0.5260594,7098.709
"Mmult All Ages","Ramp4",2005,2000,9777.332,0.4731243,3244.437
"Mmult All Ages","Ramp4",2005,2001,11830.01,0.4584913,2995.802
"Mmult All Ages","Ramp4",2005,2002,14697.54,0.3263626,3403.378
"Mmult All Ages","Ramp4",2005,2003,15353.37,0.4129012,3434.636
"Mmult All Ages","Ramp4",2005,2004,13646.87,0.3254155,3295.926
"Mmult All Ages","Ramp4",2005,2005,11327.73,0.3191697,5466.595
"Mmult All Ages","Ramp4",2005,2006,10754.24,0.2186137,6611.152
"Mmult All Ages","Ramp4",2005,2007,13060.35,0.152936,5191.434
"Mmult All Ages","Ramp4",2005,2008,13368.35,0.1589244,5697.241
"Mmult All Ages","Ramp4",2005,2009,12814.86,0.1984886,5515.852
"Mmult All Ages","Ramp4",2005,2010,15670.88,0.1660784,4643.078
"Mmult All Ages","Ramp4",2005,2011,17796.35,0.2253415,4220.466
"Mmult All Ages","Ramp4",2005,2012,17099.6,0.2243228,4005.926
"Mmult All Ages","Ramp4",2005,2013,16251.31,0.1859124,4453.196
"Mmult All Ages","Ramp4",2005,2014,14318.07,0.182262,3970.076
"Mmult All Ages","Ramp4",2005,2015,12865.08,0.1652212,4347.641
"Mmult All Ages","Ramp4",2005,2016,13863.89,0.1216834,2628.028
"Mmult All Ages","Ramp4",2005,2017,13742.37,0.1848736,3789.26
"Mmult All Ages","Ramp4",2005,2018,11561.19,0.2231701,4463.199
"Mmult All Ages","Ramp4",2010,1963,16754.55,0.303365,3379.276
"Mmult All Ages","Ramp4",2010,1964,16151.67,0.2961688,2817.732
"Mmult All Ages","Ramp4",2010,1965,15455.59,0.2789817,3932.261
"Mmult All Ages","Ramp4",2010,1966,15098.26,0.2014106,4522.367
"Mmult All Ages","Ramp4",2010,1967,15773.28,0.1542842,4773.586
"Mmult All Ages","Ramp4",2010,1968,17348.66,0.1428904,5710.684
"Mmult All Ages","Ramp4",2010,1969,19448.91,0.122786,4928.557
"Mmult All Ages","Ramp4",2010,1970,21991.36,0.1415074,6400.991
"Mmult All Ages","Ramp4",2010,1971,24289.76,0.1589234,7829.278
"Mmult All Ages","Ramp4",2010,1972,26346.83,0.1513575,5030.673
"Mmult All Ages","Ramp4",2010,1973,29134.33,0.1417477,4672.747
"Mmult All Ages","Ramp4",2010,1974,31777.66,0.1572693,5683.836
"Mmult All Ages","Ramp4",2010,1975,33125.36,0.1422074,4676.946
"Mmult All Ages","Ramp4",2010,1976,34040.94,0.1521343,4835.71
"Mmult All Ages","Ramp4",2010,1977,33824.77,0.1960995,6454.887
"Mmult All Ages","Ramp4",2010,1978,32684.92,0.1968587,6369.72
"Mmult All Ages","Ramp4",2010,1979,31992.14,0.1768104,3609.592
"Mmult All Ages","Ramp4",2010,1980,31441.08,0.2055518,6693.278
"Mmult All Ages","Ramp4",2010,1981,29925.61,0.2706237,5425.959
"Mmult All Ages","Ramp4",2010,1982,27073.34,0.3365541,6285.391
"Mmult All Ages","Ramp4",2010,1983,23998.09,0.3444661,3861.007
"Mmult All Ages","Ramp4",2010,1984,21512.83,0.4080474,5662.918
"Mmult All Ages","Ramp4",2010,1985,18590.51,0.4927648,10857.55
"Mmult All Ages","Ramp4",2010,1986,15544.65,0.5373516,5771.638
"Mmult All Ages","Ramp4",2010,1987,14036.72,0.6269304,8774.254
"Mmult All Ages","Ramp4",2010,1988,13384.4,0.6296356,8549.058
"Mmult All Ages","Ramp4",2010,1989,12571.52,0.606263,12522.19
"Mmult All Ages","Ramp4",2010,1990,12854.15,0.6390478,13133.91
"Mmult All Ages","Ramp4",2010,1991,13097.33,0.565213,8126.213
"Mmult All Ages","Ramp4",2010,1992,13979.2,0.874703,6869.22
"Mmult All Ages","Ramp4",2010,1993,11874.23,1.047713,6507.729
"Mmult All Ages","Ramp4",2010,1994,9115.916,0.7394685,4386.382
"Mmult All Ages","Ramp4",2010,1995,8078.26,0.7049943,2758.065
"Mmult All Ages","Ramp4",2010,1996,7880.507,0.5513631,3516.171
"Mmult All Ages","Ramp4",2010,1997,7716.059,0.3720934,4549.326
"Mmult All Ages","Ramp4",2010,1998,8850.887,0.3748925,4526.267
"Mmult All Ages","Ramp4",2010,1999,9004.35,0.539231,6071.726
"Mmult All Ages","Ramp4",2010,2000,8899.744,0.5009792,2619.67
"Mmult All Ages","Ramp4",2010,2001,10303.43,0.5069853,2275.648
"Mmult All Ages","Ramp4",2010,2002,12480.2,0.3689276,2481.524
"Mmult All Ages","Ramp4",2010,2003,13100.62,0.4699027,2473.675
"Mmult All Ages","Ramp4",2010,2004,11892.63,0.3632484,2402.973
"Mmult All Ages","Ramp4",2010,2005,10462.87,0.331694,4174.365
"Mmult All Ages","Ramp4",2010,2006,10832.13,0.2065913,5480.839
"Mmult All Ages","Ramp4",2010,2007,14028.93,0.1344734,4627.719
"Mmult All Ages","Ramp4",2010,2008,14942.92,0.1337753,5386.883
"Mmult All Ages","Ramp4",2010,2009,14492.14,0.1654736,5430.258
"Mmult All Ages","Ramp4",2010,2010,17706.44,0.1396631,4657.613
"Mmult All Ages","Ramp4",2010,2011,19751.41,0.1935012,4212.579
"Mmult All Ages","Ramp4",2010,2012,18804.4,0.1949298,3968.782
"Mmult All Ages","Ramp4",2010,2013,17696.37,0.1634315,4372.885
"Mmult All Ages","Ramp4",2010,2014,15552.1,0.1608954,3851.866
"Mmult All Ages","Ramp4",2010,2015,13753.37,0.1489305,4177.3
"Mmult All Ages","Ramp4",2010,2016,14683.28,0.1113714,2499.871
"Mmult All Ages","Ramp4",2010,2017,14392.7,0.1710525,3565.423
"Mmult All Ages","Ramp4",2010,2018,11765.18,0.211871,4145.514
"Mmult All Ages","Ramp4",2015,1963,18149.95,0.2751452,3339.429
"Mmult All Ages","Ramp4",2015,1964,17521.96,0.2720819,2802.925
"Mmult All Ages","Ramp4",2015,1965,16766.24,0.2561329,3922.827
"Mmult All Ages","Ramp4",2015,1966,16359.31,0.1852654,4521.152
"Mmult All Ages","Ramp4",2015,1967,16990.42,0.1427883,4774.491
"Mmult All Ages","Ramp4",2015,1968,18516.41,0.1337132,5712.795
"Mmult All Ages","Ramp4",2015,1969,20556.24,0.1161413,4934.657
"Mmult All Ages","Ramp4",2015,1970,23037.57,0.1346389,6414.084
"Mmult All Ages","Ramp4",2015,1971,25289.56,0.1516953,7838.926
"Mmult All Ages","Ramp4",2015,1972,27320.29,0.1450791,5023.13
"Mmult All Ages","Ramp4",2015,1973,30102.47,0.1363223,4652.832
"Mmult All Ages","Ramp4",2015,1974,32747.81,0.1513031,5646.769
"Mmult All Ages","Ramp4",2015,1975,34097.13,0.1371738,4637.529
"Mmult All Ages","Ramp4",2015,1976,34993.92,0.1469116,4788.197
"Mmult All Ages","Ramp4",2015,1977,34742.03,0.1890315,6381.182
"Mmult All Ages","Ramp4",2015,1978,33580.38,0.1898519,6284.041
"Mmult All Ages","Ramp4",2015,1979,32843.2,0.1710347,3552.52
"Mmult All Ages","Ramp4",2015,1980,32197.63,0.1993086,6575.467
"Mmult All Ages","Ramp4",2015,1981,30599.88,0.2620898,5323.382
"Mmult All Ages","Ramp4",2015,1982,27697.18,0.3254966,6162.151
"Mmult All Ages","Ramp4",2015,1983,24555.76,0.3352004,3786.172
"Mmult All Ages","Ramp4",2015,1984,21976.65,0.3980756,5556.716
"Mmult All Ages","Ramp4",2015,1985,18975.47,0.4815129,10681.09
"Mmult All Ages","Ramp4",2015,1986,15850.24,0.5260366,5696.218
"Mmult All Ages","Ramp4",2015,1987,14254.08,0.6144851,8686.119
"Mmult All Ages","Ramp4",2015,1988,13554.02,0.6185641,8483.773
"Mmult All Ages","Ramp4",2015,1989,12733.08,0.5989701,12439.23
"Mmult All Ages","Ramp4",2015,1990,13013.62,0.631232,13045.47
"Mmult All Ages","Ramp4",2015,1991,13210.85,0.5613889,8075.503
"Mmult All Ages","Ramp4",2015,1992,14072.56,0.8692115,6833.326
"Mmult All Ages","Ramp4",2015,1993,11963.78,1.04093,6481.802
"Mmult All Ages","Ramp4",2015,1994,9206.016,0.7330693,4365.242
"Mmult All Ages","Ramp4",2015,1995,8156.609,0.6990476,2741.11
"Mmult All Ages","Ramp4",2015,1996,7963.416,0.5460005,3487.089
"Mmult All Ages","Ramp4",2015,1997,7804.099,0.3684703,4497.753
"Mmult All Ages","Ramp4",2015,1998,8943.105,0.3602344,4452.405
"Mmult All Ages","Ramp4",2015,1999,9079.269,0.5191823,5928.146
"Mmult All Ages","Ramp4",2015,2000,8910.469,0.4834001,2525.627
"Mmult All Ages","Ramp4",2015,2001,10195.67,0.4946975,2158.136
"Mmult All Ages","Ramp4",2015,2002,12149.37,0.3664455,2300.343
"Mmult All Ages","Ramp4",2015,2003,12558.66,0.479099,2232.815
"Mmult All Ages","Ramp4",2015,2004,11145.73,0.3832645,2100.143
"Mmult All Ages","Ramp4",2015,2005,9521.968,0.3608441,3512.614
"Mmult All Ages","Ramp4",2015,2006,9618.088,0.2287499,4409.469
"Mmult All Ages","Ramp4",2015,2007,12496.6,0.1465181,3645.997
"Mmult All Ages","Ramp4",2015,2008,13754.26,0.1399434,4291.362
"Mmult All Ages","Ramp4",2015,2009,14102.36,0.1620983,4516.965
"Mmult All Ages","Ramp4",2015,2010,18709.92,0.1247728,4197.016
"Mmult All Ages","Ramp4",2015,2011,23040.14,0.1575463,4283.283
"Mmult All Ages","Ramp4",2015,2012,23605.24,0.1481236,4409.722
"Mmult All Ages","Ramp4",2015,2013,23028.86,0.1206359,5138.401
"Mmult All Ages","Ramp4",2015,2014,20336.93,0.1191229,4599.465
"Mmult All Ages","Ramp4",2015,2015,17070.96,0.1178594,4916.882
"Mmult All Ages","Ramp4",2015,2016,16830.53,0.09633873,2781.147
"Mmult All Ages","Ramp4",2015,2017,15100.48,0.1619396,3713.2
"Mmult All Ages","Ramp4",2015,2018,11017.52,0.2258055,3994.113
"Mmult All Ages","Ramp9",2000,1963,13119.62,0.4494369,3941.458
"Mmult All Ages","Ramp9",2000,1964,12511.7,0.3843559,3087.22
"Mmult All Ages","Ramp9",2000,1965,12187.01,0.3583438,4219.795
"Mmult All Ages","Ramp9",2000,1966,12128.02,0.2518025,4803.905
"Mmult All Ages","Ramp9",2000,1967,13079.52,0.1865531,5078.135
"Mmult All Ages","Ramp9",2000,1968,14968.39,0.1647547,6064.028
"Mmult All Ages","Ramp9",2000,1969,17446.52,0.1355325,5190.814
"Mmult All Ages","Ramp9",2000,1970,20403.13,0.1538236,6692.597
"Mmult All Ages","Ramp9",2000,1971,23050.75,0.1719419,8200.692
"Mmult All Ages","Ramp9",2000,1972,25335.47,0.1615233,5339.389
"Mmult All Ages","Ramp9",2000,1973,28322.17,0.1495914,5031.171
"Mmult All Ages","Ramp9",2000,1974,31130.33,0.1671862,6187.978
"Mmult All Ages","Ramp9",2000,1975,32568.06,0.1500212,5129.23
"Mmult All Ages","Ramp9",2000,1976,33642.37,0.1608027,5322.837
"Mmult All Ages","Ramp9",2000,1977,33556.59,0.2107781,7141.453
"Mmult All Ages","Ramp9",2000,1978,32407.67,0.211375,7095.315
"Mmult All Ages","Ramp9",2000,1979,31815.57,0.1867283,4048.591
"Mmult All Ages","Ramp9",2000,1980,31546.2,0.2166596,7560.202
"Mmult All Ages","Ramp9",2000,1981,30143.85,0.2914375,6191.48
"Mmult All Ages","Ramp9",2000,1982,27097.08,0.3708604,7238.796
"Mmult All Ages","Ramp9",2000,1983,23852.76,0.3659002,4456.112
"Mmult All Ages","Ramp9",2000,1984,21464.48,0.4322704,6536.35
"Mmult All Ages","Ramp9",2000,1985,18542.82,0.5235273,12381.85
"Mmult All Ages","Ramp9",2000,1986,15511.7,0.5628094,6449.835
"Mmult All Ages","Ramp9",2000,1987,14214.42,0.6564732,9628.648
"Mmult All Ages","Ramp9",2000,1988,13567.77,0.6587194,9312.873
"Mmult All Ages","Ramp9",2000,1989,12666.25,0.5864293,13837.77
"Mmult All Ages","Ramp9",2000,1990,13281.23,0.6020366,15030.13
"Mmult All Ages","Ramp9",2000,1991,14068.25,0.5007779,9845.64
"Mmult All Ages","Ramp9",2000,1992,15550.28,0.7486481,8917.129
"Mmult All Ages","Ramp9",2000,1993,13932.08,0.8397982,9140.965
"Mmult All Ages","Ramp9",2000,1994,11511.85,0.5502893,6746.909
"Mmult All Ages","Ramp9",2000,1995,10796.35,0.4943686,4631.782
"Mmult All Ages","Ramp9",2000,1996,11049.06,0.3679298,6406.07
"Mmult All Ages","Ramp9",2000,1997,11017.65,0.248223,8903.185
"Mmult All Ages","Ramp9",2000,1998,12318.63,0.2940175,9259.194
"Mmult All Ages","Ramp9",2000,1999,12210.88,0.4342509,12731.81
"Mmult All Ages","Ramp9",2000,2000,11926.11,0.4219843,5480.7
"Mmult All Ages","Ramp9",2000,2001,13589.86,0.4370916,4613.578
"Mmult All Ages","Ramp9",2000,2002,16133.01,0.3269226,4852.908
"Mmult All Ages","Ramp9",2000,2003,15843.31,0.4285243,4606.103
"Mmult All Ages","Ramp9",2000,2004,13403.5,0.3487693,4253.626
"Mmult All Ages","Ramp9",2000,2005,10945.44,0.351063,6915.09
"Mmult All Ages","Ramp9",2000,2006,10354.73,0.2444811,8377.289
"Mmult All Ages","Ramp9",2000,2007,12896.88,0.1682596,6565.447
"Mmult All Ages","Ramp9",2000,2008,13465.35,0.1729661,7174.711
"Mmult All Ages","Ramp9",2000,2009,13199.54,0.2105171,6915.674
"Mmult All Ages","Ramp9",2000,2010,16201.19,0.1745911,5802.456
"Mmult All Ages","Ramp9",2000,2011,18412.26,0.2349341,5254.699
"Mmult All Ages","Ramp9",2000,2012,17583.07,0.2340051,4981.063
"Mmult All Ages","Ramp9",2000,2013,16619.21,0.195102,5535.482
"Mmult All Ages","Ramp9",2000,2014,14395.41,0.1943952,4945.981
"Mmult All Ages","Ramp9",2000,2015,12866.58,0.1767677,5419.002
"Mmult All Ages","Ramp9",2000,2016,13645.44,0.1316963,3275.741
"Mmult All Ages","Ramp9",2000,2017,13333.74,0.2033819,4714.89
